item_id,restaurant_id,item_name,price,is_available
368,62,Forget Sandwich,33.96,True
369,243,Notice Salad,35.32,True
370,310,Data Sandwich,20.52,True
371,370,Information Pizza,31.27,True
372,375,Myself Pasta,31.59,True
373,188,Mother Roll,19.79,True
374,480,Home Burger,18.57,True
375,149,Risk Pasta,41.94,True
376,496,Interesting Pasta,37.61,True
377,373,Strong Soup,43.87,False
378,27,Behavior Pizza,30.95,True
379,372,Gun Roll,21.65,True
380,369,Break Salad,11.56,True
381,439,Break Burger,30.45,False
382,29,Majority Roll,28.68,True
383,110,Often Sandwich,28.09,True
384,369,Art Pasta,49.47,True
385,46,Industry Soup,14.72,True
386,76,Great Burger,18.07,True
387,125,Difficult Soup,27.52,True
388,80,Market Soup,10.94,True
389,16,Chance Soup,25.11,True
390,493,Level Sushi,32.36,True
391,211,Become Pizza,49.43,True
392,132,None Roll,6.71,True
393,343,Media Sushi,33.29,True
394,134,Stage Sandwich,10.12,True
395,38,Nearly Pasta,17.52,True
396,135,Health Pasta,47.24,True
397,321,Yeah Burger,37.92,True
398,293,My Roll,12.92,True
399,19,Give Burger,18.74,True
400,164,Close Burger,26.44,False
401,251,It Sushi,17.36,True
402,173,And Roll,34.31,True
403,309,Son Pizza,8.57,True
404,99,Generation Pizza,45.46,True
405,300,Ten Burger,23.52,True
406,6,Material Pizza,6.08,True
407,274,Three Burger,33.61,True
408,17,Education Salad,37.48,True
409,373,Cover Burger,42.26,True
410,223,Hour Pasta,28.25,True
411,331,Reduce Sushi,19.73,True
412,144,Truth Pasta,41.12,True
413,199,Scientist Salad,37.31,True
414,444,At Sandwich,44.44,True
415,420,Matter Salad,9.33,True
416,78,Popular Soup,25.65,False
417,329,Quickly Sandwich,13.13,True
418,413,Information Burger,23.27,True
419,377,Set Sushi,12.36,True
420,71,Reflect Sandwich,5.52,True
421,20,Chance Pasta,6.23,True
422,18,Thousand Sushi,27.99,True
423,22,My Soup,16.83,True
424,165,Writer Pizza,5.11,True
425,156,Way Burger,39.21,True
426,327,Such Roll,41.21,True
427,89,List Sandwich,7.16,True
428,413,South Soup,43.11,True
429,11,Yard Roll,31.06,True
430,480,Congress Sandwich,5.36,True
431,331,Example Burger,9.46,True
432,332,Including Pasta,23.34,True
433,59,How Pasta,7.27,True
434,334,Himself Sushi,6.43,True
435,210,Economic Roll,25.29,True
436,418,Court Salad,43.78,True
437,381,Box Soup,5.22,True
438,327,House Burger,15.32,True
439,139,Pretty Pasta,40.83,False
440,340,Leg Burger,5.42,True
441,373,Character Sushi,8.0,True
442,196,Activity Sandwich,23.95,True
443,267,After Soup,24.04,True
444,50,Office Salad,45.62,True
445,61,Score Roll,29.0,True
446,382,Have Sushi,19.31,True
447,187,Agreement Sandwich,5.34,True
448,167,Major Sushi,29.04,False
449,82,Then Soup,27.22,True
450,391,Picture Sushi,11.57,True
451,247,Mission Sushi,17.8,True
452,120,Government Salad,16.12,True
453,339,Local Pasta,19.13,True
454,327,Fly Burger,13.57,False
455,263,Region Sandwich,26.05,True
456,25,Drop Burger,49.33,True
457,84,Industry Burger,9.44,True
458,393,Second Pizza,46.75,True
459,82,Word Soup,28.79,True
460,102,Drug Sandwich,36.55,True
461,461,Always Sandwich,14.18,True
462,249,Expert Sandwich,44.92,True
463,3,Wish Roll,21.95,True
464,435,Wrong Burger,31.64,False
465,478,Finish Pasta,20.29,True
466,420,Notice Sandwich,35.49,True
467,272,Own Pizza,26.31,True
468,112,Military Soup,46.65,True
469,58,Bit Burger,43.43,True
470,471,Ground Salad,49.82,True
471,315,Result Sushi,32.23,True
472,135,Method Salad,43.76,True
473,122,Rise Salad,28.33,False
474,64,More Sandwich,44.91,True
475,266,Success Sandwich,26.44,True
476,319,Important Salad,34.36,False
477,221,Medical Sushi,19.94,True
478,496,Action Pizza,47.51,True
479,91,Ball Pizza,33.73,False
480,488,Unit Sandwich,39.62,True
481,224,Lead Burger,9.54,True
482,448,Region Burger,46.84,True
483,18,Box Salad,18.26,True
484,139,Conference Burger,5.53,True
485,303,Defense Roll,12.8,True
486,419,Hard Burger,37.72,True
487,154,Parent Salad,22.97,True
488,155,Bag Soup,21.73,True
489,446,Fish Pizza,7.22,True
490,473,Establish Sushi,39.04,True
491,476,Pay Roll,25.56,True
492,294,More Sushi,29.67,True
493,439,Analysis Burger,33.95,True
494,356,Term Burger,9.45,True
495,345,Another Sushi,8.32,True
496,190,Candidate Soup,23.31,True
497,174,Machine Pizza,48.71,True
498,298,Skill Salad,7.5,True
499,177,Mrs Sushi,8.25,False
500,102,Beat Burger,29.86,True
501,147,Happen Salad,47.66,True
502,187,Floor Soup,22.42,True
503,446,Indeed Pasta,48.22,True
504,457,Room Sandwich,48.21,True
505,324,Staff Burger,10.14,True
506,236,Start Pasta,16.77,True
507,345,Yes Burger,43.07,True
508,265,Final Salad,22.98,True
509,478,Area Pasta,5.54,True
510,208,Gun Pasta,41.67,True
511,338,Spring Pizza,23.83,True
512,243,Time Salad,16.45,True
513,70,Laugh Pizza,48.83,True
514,338,Seek Pasta,38.81,True
515,146,If Burger,34.85,True
516,497,Force Roll,7.59,True
517,277,Debate Burger,48.12,True
518,280,Recently Soup,26.4,True
519,280,Pick Salad,34.01,False
520,122,Together Sushi,25.93,True
521,315,Kid Soup,31.05,True
522,387,Others Pizza,23.63,True
523,427,Glass Pasta,35.23,True
524,65,Key Roll,45.96,True
525,477,Miss Soup,36.21,False
526,204,Prevent Pizza,5.02,True
527,98,Degree Salad,40.88,True
528,185,Night Pizza,11.59,True
529,296,Push Roll,6.4,True
530,252,End Sushi,11.19,True
531,259,Skin Pizza,44.62,True
532,132,With Burger,10.42,True
533,128,Effect Sandwich,19.72,True
534,89,Upon Sushi,21.74,False
535,192,Star Sandwich,19.42,True
536,168,Have Soup,46.48,True
537,145,Son Salad,16.91,True
538,249,Walk Pasta,47.46,True
539,364,Peace Soup,16.49,True
540,176,Name Sandwich,16.68,True
541,320,Ago Pasta,25.61,True
542,352,Trade Pizza,41.56,True
543,372,Let Pasta,31.09,True
544,213,Congress Roll,48.61,True
545,173,Market Roll,36.51,True
546,66,Responsibility Salad,10.24,False
547,294,Suggest Burger,33.44,True
548,272,Crime Sandwich,36.21,True
549,399,Job Sandwich,5.24,True
550,258,War Pizza,14.15,True
551,118,Nearly Salad,30.68,True
552,155,Would Sushi,31.67,True
553,71,Country Burger,20.85,True
554,177,Expert Pasta,28.04,True
555,346,Everyone Pizza,19.11,True
556,33,Lawyer Burger,47.32,True
557,221,They Roll,25.53,True
558,379,Simply Sandwich,12.45,True
559,197,Wide Soup,45.6,True
560,328,Conference Sandwich,17.48,True
561,126,Ground Pizza,31.72,True
562,417,Media Salad,19.65,True
563,212,Perhaps Roll,48.06,True
564,167,Policy Sandwich,46.78,True
565,262,Create Soup,19.2,True
566,369,Wear Sandwich,44.84,True
567,439,Plant Pasta,9.56,False
568,66,View Soup,6.88,False
569,120,Minute Pizza,49.77,False
570,49,That Salad,10.25,True
571,5,Someone Soup,10.27,True
572,258,Or Burger,15.98,True
573,363,Manage Sushi,28.96,True
574,303,Must Salad,12.44,True
575,95,Each Pizza,38.42,True
576,388,Tough Pasta,18.35,True
577,365,Student Pizza,27.45,True
578,440,Will Soup,15.93,True
579,424,Forget Burger,25.33,True
580,443,Production Sushi,11.94,False
581,261,Create Sandwich,39.29,True
582,303,Happy Burger,8.35,True
583,455,Into Burger,29.37,True
584,271,South Sandwich,25.49,True
585,221,According Sushi,17.02,False
586,221,Head Pizza,16.35,True
587,191,Accept Salad,36.82,True
588,161,Floor Salad,20.44,True
589,120,Political Sushi,28.8,True
590,457,Speech Sushi,14.96,True
591,124,Successful Pizza,40.45,True
592,297,Product Sandwich,37.98,True
593,167,Argue Sushi,47.74,True
594,451,Gas Soup,43.86,True
595,463,Pay Soup,20.95,True
596,119,Father Pizza,39.05,True
597,256,Brother Sushi,38.59,True
598,347,Deep Pasta,19.28,True
599,271,Very Sandwich,41.23,True
600,98,Form Sandwich,24.25,True
601,482,Quickly Pasta,39.57,True
602,487,Structure Sandwich,44.72,True
603,270,Gun Soup,20.96,True
604,442,Factor Sushi,21.5,True
605,118,Any Soup,19.63,True
606,104,Stock Pasta,44.5,True
607,27,Child Soup,46.9,True
608,291,Someone Pizza,19.58,False
609,77,Where Pizza,9.29,True
610,376,Sort Soup,44.84,True
611,181,Dinner Soup,11.13,True
612,256,Brother Roll,10.47,True
613,413,Success Burger,44.7,True
614,234,Peace Pasta,32.81,True
615,491,Organization Pasta,28.39,True
616,32,Conference Salad,49.14,True
617,475,Son Sushi,45.88,True
618,39,Clear Soup,11.29,True
619,452,More Soup,46.21,True
620,304,Possible Roll,15.83,True
621,48,Leave Roll,7.45,True
622,492,Me Sushi,35.56,True
623,106,Recently Pizza,11.89,True
624,302,Practice Burger,43.65,True
625,290,Try Soup,34.49,True
626,50,Adult Sandwich,17.84,True
627,91,Believe Soup,8.9,True
628,298,Debate Pasta,30.86,True
629,310,Study Soup,45.56,True
630,188,Up Roll,37.15,True
631,187,Maybe Salad,31.89,True
632,350,Light Sushi,36.49,True
633,426,Visit Salad,17.04,True
634,283,Thank Roll,27.74,True
635,109,In Roll,36.98,True
636,310,Source Burger,19.14,True
637,246,Medical Pizza,26.85,True
638,79,Story Salad,15.51,True
639,366,Product Salad,37.97,True
640,331,Give Pizza,40.13,True
641,286,Likely Soup,24.13,True
642,405,Suffer Salad,43.5,True
643,108,Nation Sandwich,17.56,True
644,112,Choice Pizza,10.68,True
645,154,Appear Sushi,49.28,True
646,130,Gun Pasta,19.49,True
647,340,Get Sandwich,39.01,True
648,5,Level Pasta,29.28,True
649,49,System Sushi,22.64,True
650,303,Foreign Salad,45.02,True
651,192,Network Sandwich,37.2,True
652,163,Mouth Salad,23.92,True
653,163,Economy Salad,14.87,True
654,171,Least Sushi,42.83,True
655,371,Anyone Pasta,46.93,True
656,77,Debate Soup,22.66,True
657,417,Film Pasta,25.0,True
658,499,Single Pizza,33.21,True
659,7,Network Pizza,38.81,True
660,315,Quickly Salad,48.34,True
661,295,Whose Sushi,25.27,True
662,408,Rate Burger,35.17,True
663,91,Throw Soup,10.4,True
664,58,Speak Soup,48.34,False
665,259,Participant Pasta,36.09,True
666,273,Hit Burger,49.37,True
667,73,Hold Pasta,17.29,True
668,242,Interest Pizza,44.07,True
669,237,Meeting Pasta,19.76,True
670,234,Site Sushi,21.24,True
671,494,State Sandwich,19.68,True
672,490,Its Pizza,27.67,True
673,84,Yourself Soup,31.33,True
674,295,Pull Roll,12.2,True
675,420,Around Salad,44.57,True
676,485,Trouble Pasta,49.69,True
677,257,Front Soup,44.47,False
678,350,Her Salad,34.26,True
679,387,So Burger,43.15,True
680,326,Increase Roll,28.42,True
681,333,Again Pizza,9.02,True
682,305,People Salad,21.8,True
683,329,Present Sushi,25.99,True
684,75,While Pizza,29.92,True
685,58,And Pasta,49.15,True
686,317,Ready Pasta,15.24,False
687,432,North Roll,17.61,False
688,225,Science Roll,7.51,True
689,217,Past Pizza,10.92,True
690,110,Animal Burger,49.03,True
691,263,Where Pasta,29.1,True
692,309,Mention Sushi,6.11,True
693,277,Air Salad,16.79,True
694,182,Law Pasta,38.87,True
695,185,Quickly Burger,8.34,False
696,364,Group Salad,5.06,True
697,163,Fight Pizza,46.5,True
698,137,Blue Pizza,12.85,True
699,447,Case Soup,49.92,False
700,416,Thus Roll,19.03,True
701,168,Black Salad,42.92,True
702,473,Work Sandwich,45.29,True
703,278,Cut Sandwich,21.22,True
704,184,Especially Burger,46.75,True
705,457,About Roll,41.38,False
706,55,Growth Pasta,28.58,True
707,150,Oil Pasta,49.24,True
708,442,Contain Soup,17.66,True
709,412,Allow Burger,15.31,True
710,108,Speak Burger,48.18,True
711,155,Major Burger,27.02,True
712,97,Into Sushi,21.78,True
713,73,Rest Burger,20.97,True
714,301,She Sushi,23.4,True
715,415,East Roll,10.39,True
716,334,Place Sandwich,22.56,True
717,156,Test Sandwich,22.45,True
718,398,Project Salad,35.88,True
719,213,World Sandwich,49.45,True
720,226,Rest Roll,49.59,True
721,391,Almost Sandwich,32.89,True
722,355,Clear Sushi,28.34,True
723,309,Actually Burger,12.27,True
724,150,West Pizza,10.79,True
725,146,Tax Sushi,20.97,True
726,469,Explain Roll,20.54,True
727,160,Which Soup,44.86,True
728,46,Concern Sushi,39.8,True
729,137,Others Roll,16.37,True
730,64,Determine Salad,37.69,True
731,86,Painting Sandwich,15.93,True
732,20,Recognize Burger,5.95,True
733,406,Glass Sushi,46.55,True
734,217,Sound Burger,49.62,True
735,162,Positive Salad,11.28,True
736,129,Successful Soup,34.3,True
737,99,Water Salad,7.16,True
738,437,Prove Roll,35.8,True
739,449,Research Sandwich,25.64,True
740,110,Step Pasta,25.96,True
741,124,Most Roll,35.14,True
742,113,Production Pizza,32.3,True
743,475,Opportunity Sandwich,47.79,True
744,31,Model Pasta,13.71,True
745,490,Beautiful Salad,40.63,True
746,39,Each Roll,43.98,False
747,162,Time Burger,29.0,True
748,401,Left Sushi,46.74,True
749,497,Computer Pizza,21.92,True
750,239,News Salad,38.26,True
751,45,Thought Pasta,11.22,True
752,424,Anything Soup,17.05,True
753,214,Star Soup,43.78,True
754,477,Especially Pizza,47.14,True
755,75,Score Pasta,25.54,True
756,177,Although Soup,17.54,True
757,269,Change Soup,41.24,True
758,97,Her Pasta,6.62,True
759,12,Medical Burger,45.56,True
760,148,Pull Burger,13.69,True
761,208,Magazine Roll,47.86,True
762,470,Power Salad,33.36,True
763,476,Challenge Pasta,18.9,True
764,425,Beautiful Pizza,8.34,True
765,421,Send Burger,19.44,True
766,445,Possible Sandwich,35.36,True
767,319,Current Sushi,25.18,True
768,119,Sit Sushi,6.27,False
769,418,Great Pizza,47.02,True
770,472,Resource Salad,39.44,True
771,279,Receive Sandwich,17.55,True
772,477,Personal Burger,39.32,True
773,68,Science Pasta,19.71,True
774,362,Work Soup,11.55,True
775,204,Participant Pizza,47.57,True
776,462,Get Sushi,23.73,True
777,396,Rate Pizza,48.41,True
778,287,Successful Burger,8.86,True
779,136,Fish Pizza,9.26,True
780,434,Tax Pasta,40.48,True
781,220,Soon Pizza,25.49,True
782,52,Commercial Soup,21.08,True
783,133,Must Roll,44.65,True
784,382,Truth Sandwich,31.2,True
785,309,Study Burger,9.6,True
786,236,While Soup,46.52,True
787,238,Similar Sandwich,25.58,True
788,15,Place Burger,25.47,True
789,204,Fall Roll,20.72,True
790,280,Develop Pizza,9.42,True
791,269,Door Pizza,22.01,True
792,377,Community Pizza,22.78,True
793,160,Three Salad,25.66,True
794,39,Amount Burger,16.58,True
795,112,Huge Soup,18.27,True
796,324,Food Sandwich,23.88,True
797,282,Possible Pasta,30.96,True
798,442,Include Salad,47.05,True
799,198,Return Sandwich,37.54,True
800,160,Soon Sandwich,49.87,True
801,171,Step Salad,24.38,True
802,461,Less Sushi,10.94,True
803,249,Follow Burger,25.96,True
804,241,Artist Roll,43.23,True
805,66,Shake Pizza,47.32,True
806,80,Skin Burger,15.71,True
807,114,Skill Sushi,31.23,True
808,457,During Soup,34.2,True
809,84,Possible Sushi,14.1,True
810,317,Visit Salad,12.98,False
811,212,Or Sushi,36.05,True
812,16,Gun Sushi,25.22,True
