history_id,item_id,price,is_available,updated_at
77,664,13.18,True,2022-08-08 01:14:59.019746
78,3763,21.98,True,2022-05-06 11:42:17.531604
79,3062,19.14,True,2022-05-02 23:31:28.196340
80,1737,13.31,True,2023-02-01 10:30:36.619120
81,1277,45.04,True,2023-05-04 17:21:52.680695
82,4628,33.53,True,2022-05-21 12:01:48.014928
83,4348,22.57,True,2022-02-26 05:11:23.598548
84,4493,6.75,True,2023-01-26 13:58:15.968083
85,1702,14.68,True,2022-06-05 12:07:58.362065
86,4148,11.69,False,2023-01-31 23:52:10.119218
87,3737,8.41,True,2022-12-18 01:52:07.294792
88,1189,18.01,False,2022-01-18 11:00:41.191085
89,1384,47.74,True,2022-04-19 01:19:54.819912
90,1222,34.09,True,2022-02-19 10:57:21.972275
91,3773,13.52,True,2022-11-30 08:58:59.197882
92,3873,38.65,True,2022-06-23 10:29:34.719553
93,3520,20.67,True,2022-01-16 07:52:42.566106
94,511,20.01,True,2023-04-23 04:43:30.529578
95,1340,42.14,False,2022-09-14 06:15:32.957379
96,4600,22.99,True,2022-10-03 20:37:17.938400
97,3748,27.29,True,2022-08-28 02:56:02.070303
98,1017,14.67,True,2022-12-25 23:13:31.356052
99,2236,37.25,True,2022-09-13 06:20:39.471780
100,4460,26.66,True,2023-04-15 07:46:26.291583
101,4804,17.16,True,2022-12-02 12:10:56.463807
102,1684,47.38,True,2023-02-11 02:34:56.217517
103,2734,5.53,True,2023-02-27 07:41:24.646984
104,4388,49.43,True,2022-04-29 04:12:41.129730
105,4624,7.17,True,2023-04-16 00:19:21.739054
106,587,28.58,True,2022-12-05 00:23:39.758825
107,2223,42.29,True,2023-01-11 21:11:09.002359
108,2719,20.27,True,2022-12-05 18:47:48.016074
109,4576,32.56,True,2023-03-07 07:56:22.397478
110,1432,42.36,True,2022-06-17 07:53:57.988853
111,3312,31.58,True,2022-01-01 14:42:17.344102
112,2533,39.18,True,2022-05-23 19:13:59.679238
113,553,43.03,True,2023-01-23 07:16:05.392140
114,3362,30.92,True,2022-03-25 01:52:44.083296
115,2912,28.92,True,2022-04-15 13:28:07.677523
116,4183,11.54,True,2022-04-01 16:04:53.020890
117,2911,48.29,True,2022-02-12 17:31:49.153879
118,4195,46.23,True,2023-02-15 21:12:12.729872
119,3938,18.23,True,2022-11-06 18:41:44.025217
120,4748,47.45,True,2022-11-17 23:12:18.798355
121,4563,10.65,True,2022-12-06 23:32:19.607941
122,86,39.45,True,2023-02-24 20:37:10.228203
123,4763,32.65,True,2023-04-12 11:15:27.901788
124,2806,43.81,True,2022-07-07 03:28:30.883238
125,3787,12.17,True,2022-01-28 07:53:34.664961
126,675,44.94,True,2023-03-08 15:43:55.601915
127,988,42.93,True,2023-03-15 00:07:31.688266
128,496,23.0,False,2023-05-19 17:08:55.035402
129,1153,42.33,True,2022-09-07 15:36:10.246768
130,2534,42.61,True,2023-03-31 11:10:21.211928
131,4716,14.85,True,2022-05-28 07:58:04.707275
132,3296,12.07,True,2023-05-17 12:39:18.841731
133,1474,15.15,True,2022-10-03 23:24:33.900389
134,4598,35.9,True,2022-08-29 05:08:36.572716
135,4252,41.34,True,2022-01-11 13:48:49.419950
136,1977,22.49,True,2022-12-20 07:27:26.554225
137,2711,29.51,True,2022-10-16 13:30:38.420256
138,4575,42.59,False,2022-12-05 03:29:54.927530
139,631,29.76,True,2023-04-24 12:19:20.841636
140,171,42.14,True,2022-09-27 22:36:22.439238
141,4707,19.85,True,2023-03-10 00:46:27.617163
142,2767,14.63,True,2022-12-17 16:09:52.989492
143,3129,18.31,True,2022-01-07 05:00:45.175975
144,4723,20.12,True,2022-06-24 06:55:04.915261
145,4682,40.61,True,2022-01-17 02:50:45.410709
146,1784,15.5,True,2022-08-21 22:56:42.748718
147,2852,33.16,True,2022-03-10 20:38:07.193663
148,2852,16.19,True,2022-03-07 02:52:35.308585
149,3103,29.89,True,2023-03-05 20:46:27.415555
150,747,26.56,True,2022-02-27 08:51:30.493262
151,1826,37.62,True,2022-11-19 19:59:39.556267
152,4758,31.48,True,2022-02-19 13:07:38.176035
153,3621,44.24,True,2023-03-10 00:11:16.831250
154,2202,28.62,True,2022-03-07 04:57:00.398520
155,565,13.25,True,2023-04-25 17:10:25.410428
156,1197,21.22,True,2023-05-15 01:41:39.363221
157,2801,6.67,True,2022-09-29 23:56:23.684463
158,4220,13.27,True,2022-11-03 20:53:15.366643
159,535,11.57,True,2022-11-29 22:07:36.193634
160,3807,16.05,True,2022-12-12 15:39:16.467795
161,2520,10.38,True,2022-05-14 16:17:54.316652
162,4020,40.0,True,2022-07-16 11:39:58.422195
163,4446,46.26,True,2022-08-19 23:57:21.516444
164,2194,42.56,True,2022-11-12 05:37:42.110171
165,4539,43.13,True,2022-07-30 08:50:23.723903
166,2632,16.34,True,2022-12-21 13:21:34.878953
167,2098,16.01,True,2022-03-01 08:02:06.403827
168,956,42.31,True,2023-03-07 20:08:54.356602
169,2817,30.38,False,2022-11-29 15:53:32.848648
170,3160,14.05,True,2022-09-20 09:24:27.292094
171,4419,7.73,False,2022-11-17 18:15:33.474613
172,1641,5.54,True,2022-05-07 18:31:45.915824
173,3458,27.96,True,2022-02-26 04:20:15.627656
174,1947,22.7,True,2022-02-01 21:19:50.489266
175,19,20.41,True,2022-09-23 19:07:50.681034
176,2724,9.75,True,2022-10-19 05:17:06.886140
177,1099,20.93,True,2022-03-24 01:21:50.915569
178,317,14.79,True,2022-03-28 13:26:37.605941
179,3790,20.58,True,2022-12-19 15:11:05.061717
180,4180,23.5,True,2022-08-14 05:35:51.079134
181,2003,24.35,True,2022-09-26 18:10:06.652547
182,2527,6.57,False,2022-04-08 00:06:30.163074
183,377,29.45,True,2022-09-10 16:00:34.852382
184,1912,8.25,True,2022-09-25 07:13:28.275384
185,2599,17.18,True,2022-07-28 05:19:08.190653
186,3273,46.73,True,2022-02-16 12:17:45.514849
187,333,38.22,True,2023-04-27 19:38:15.713233
188,711,35.46,True,2022-12-04 22:46:09.250640
189,2025,11.11,True,2023-03-25 22:55:24.472543
190,2005,32.13,True,2022-09-22 02:21:11.662945
191,3427,38.5,True,2023-05-03 17:35:40.557488
192,3195,17.13,True,2022-04-26 19:12:43.529194
193,4077,40.85,True,2023-02-28 11:49:20.573116
194,3016,18.6,True,2022-01-03 01:43:29.951907
195,1819,21.9,True,2023-03-02 06:15:10.492833
196,128,21.53,True,2022-03-26 22:07:08.646166
197,1511,20.07,True,2022-06-11 05:50:08.043024
198,2235,34.41,True,2022-07-26 20:48:58.772257
199,1719,17.13,True,2022-05-29 06:23:00.578427
200,2790,24.59,False,2022-06-03 08:06:05.807370
201,1046,34.73,True,2022-01-05 14:51:32.208712
202,3742,10.64,True,2022-01-04 16:00:05.044883
203,4718,49.82,True,2023-05-01 04:30:43.972271
204,1971,27.25,True,2023-05-11 17:43:51.611299
205,122,5.41,True,2022-08-15 14:00:14.746456
206,1590,44.96,True,2022-03-02 16:02:55.061734
207,4633,44.64,True,2022-10-14 19:47:09.593399
208,840,8.96,True,2022-08-06 23:50:00.402053
209,2074,44.54,True,2022-09-14 00:37:51.804866
210,53,17.55,True,2023-03-17 06:35:14.050182
211,1297,26.82,True,2023-02-26 03:31:58.188948
212,2023,23.39,True,2022-11-16 07:38:23.025415
213,3279,45.23,True,2023-04-10 14:53:27.854595
214,303,24.96,True,2022-04-20 05:01:19.948755
215,3848,19.98,True,2022-06-07 22:32:10.733092
216,3914,6.81,True,2022-03-23 08:32:03.352339
217,3557,14.19,True,2022-04-10 13:57:07.146985
218,2939,11.31,True,2023-05-16 02:15:49.821489
219,3693,49.23,True,2022-08-10 22:22:38.694515
220,4060,25.27,True,2023-03-21 05:39:44.643366
221,64,40.47,True,2022-10-30 07:26:26.962310
222,4626,13.19,True,2023-04-30 12:44:19.387102
223,661,36.27,True,2022-05-26 20:24:49.735997
224,2506,9.61,True,2023-04-18 01:10:32.387080
225,678,49.78,True,2022-06-29 18:39:44.360739
226,3904,9.64,False,2022-11-07 10:31:42.603105
227,288,7.39,True,2022-03-07 09:58:15.261728
228,3351,40.22,True,2022-01-08 12:11:34.320653
229,3791,15.1,True,2022-09-05 14:05:14.464076
230,95,21.33,True,2022-08-31 18:40:29.749144
231,3454,35.7,True,2022-02-28 19:48:39.510993
232,4483,23.91,True,2022-01-21 22:08:37.900683
233,4738,38.17,True,2023-04-02 21:09:14.776313
234,3702,49.04,True,2023-02-11 13:14:17.376069
235,3787,33.56,True,2022-04-03 12:38:54.392143
236,1474,31.98,True,2022-12-03 03:58:43.315278
237,4690,40.41,True,2022-07-11 12:55:36.625108
238,1094,31.02,True,2023-04-13 07:01:37.950577
239,4870,47.2,True,2022-03-30 00:47:31.317774
240,1987,15.6,True,2023-02-06 22:04:13.950660
241,4965,9.16,False,2022-02-11 03:30:18.493740
242,930,5.76,True,2022-09-23 16:18:49.564670
243,1438,39.81,True,2022-03-21 04:11:26.700792
244,2495,14.96,True,2022-03-22 06:29:41.159493
245,4213,49.53,True,2022-12-04 14:02:58.375153
246,1316,17.29,True,2023-04-28 10:02:19.630164
247,3366,29.12,True,2023-04-24 02:14:49.914405
248,2136,16.41,True,2022-04-26 15:07:41.678344
249,726,37.78,True,2022-08-14 07:20:56.243341
250,3724,39.24,True,2022-12-14 11:49:43.544591
251,2686,16.99,True,2023-05-27 06:07:01.315611
252,3929,21.96,True,2022-05-30 18:49:27.096634
253,4323,46.08,True,2022-03-26 20:29:26.377574
254,165,5.35,True,2022-06-17 05:19:33.943687
255,1446,45.31,True,2022-06-20 22:50:05.705739
256,4194,20.86,True,2023-04-04 19:12:56.499185
257,158,44.98,False,2022-10-31 21:43:37.969927
258,3981,45.74,True,2022-11-06 07:27:07.704103
259,2237,33.41,True,2022-05-02 12:31:31.634541
260,2824,28.0,False,2023-04-22 02:21:29.608666
261,4441,18.39,True,2022-10-23 14:08:44.008715
262,2508,10.05,True,2022-05-27 05:21:45.450286
263,2420,17.58,True,2022-05-06 22:02:09.591916
264,1086,19.41,True,2022-04-10 10:15:40.378772
265,1000,18.98,True,2022-10-26 22:37:31.993876
266,2815,11.29,True,2022-01-25 12:22:20.410069
267,530,26.4,True,2022-12-15 18:11:32.022130
268,3117,23.73,True,2023-05-29 20:44:52.146967
269,3764,36.36,True,2022-09-12 23:27:48.775397
270,209,39.74,True,2023-03-30 05:18:13.854056
271,4368,21.44,True,2022-02-03 16:50:13.363659
272,2852,17.26,True,2022-09-08 14:34:49.443836
273,1043,23.96,False,2022-08-30 12:08:55.803765
274,1764,14.41,True,2022-09-09 04:05:06.047800
275,4010,27.98,True,2022-01-15 11:53:48.341117
276,2792,21.0,True,2022-08-09 14:48:53.659740
277,2513,45.27,False,2023-04-12 03:44:15.119836
278,418,28.04,True,2023-02-17 02:00:55.481617
279,104,36.37,True,2022-02-10 09:40:04.985004
280,4778,27.55,True,2023-05-26 21:11:47.529207
281,889,38.53,True,2022-03-12 18:56:37.212711
282,3882,7.2,True,2023-04-15 01:26:32.770563
283,708,34.68,False,2022-08-21 02:01:34.404322
284,2724,15.7,False,2023-04-22 06:11:27.167061
285,1114,39.9,True,2023-04-29 21:45:24.613549
286,910,15.8,False,2022-02-17 08:40:12.604670
287,2435,46.84,True,2023-05-25 20:13:23.144869
288,3026,45.98,True,2023-03-28 06:23:30.726605
289,2815,40.03,True,2023-01-27 07:44:10.188583
290,2211,11.95,False,2022-08-20 08:02:51.239005
291,138,45.13,True,2022-09-23 01:24:18.948039
292,890,43.76,False,2022-06-10 19:12:33.792068
293,3586,6.9,True,2022-08-14 05:21:31.963608
294,2140,34.48,True,2022-05-24 13:11:30.031730
295,3535,10.03,True,2022-09-16 04:40:22.026719
296,802,18.35,True,2022-05-24 23:24:50.946366
297,3753,34.23,False,2022-04-04 08:05:26.521646
298,1777,18.48,True,2023-05-20 20:10:11.206120
299,2919,46.67,True,2022-11-18 16:26:21.660951
300,3010,10.41,False,2022-05-20 01:05:49.239286
301,685,45.45,True,2022-09-11 18:54:23.406265
302,1834,31.55,True,2023-01-10 02:49:07.508247
303,4212,37.07,False,2022-09-02 09:29:43.426989
304,993,47.19,True,2023-05-15 09:55:35.783594
305,640,47.74,True,2022-05-10 10:09:12.280578
306,4705,47.14,True,2023-03-08 21:22:38.094492
307,2697,40.31,True,2022-05-27 18:25:20.763083
308,372,19.96,True,2023-03-17 18:18:35.969251
309,4313,25.52,True,2022-09-08 07:49:47.476924
310,685,15.18,True,2022-03-04 23:57:35.909443
311,1050,12.55,True,2022-04-19 15:03:20.603302
312,4837,5.09,False,2023-03-05 21:41:24.977362
313,209,20.45,True,2022-08-05 05:34:28.742045
314,1413,32.96,True,2023-03-19 09:49:15.708080
315,4385,5.51,True,2022-11-14 19:57:01.240365
316,4856,16.98,False,2022-08-04 09:50:44.573300
317,721,7.55,True,2022-10-08 09:43:16.217875
318,18,44.34,True,2022-07-03 06:16:05.490484
319,2605,30.67,True,2022-09-18 14:11:01.896620
320,539,49.02,True,2022-07-25 05:16:16.111368
321,765,6.4,True,2022-06-24 13:55:35.192633
322,393,13.71,True,2022-08-23 19:19:27.406908
323,3455,11.55,True,2023-04-16 06:57:47.181964
324,3400,42.77,True,2022-11-27 10:21:25.266243
325,1098,28.36,True,2022-08-13 15:36:01.770380
326,4545,35.57,True,2022-10-07 00:54:51.281608
327,3320,38.98,True,2022-05-19 13:14:04.548917
328,2584,20.24,True,2022-06-08 23:45:42.890352
329,4049,27.07,True,2022-12-10 12:05:53.471281
330,3762,43.16,True,2022-04-04 02:01:05.271308
331,2919,20.84,False,2023-04-22 15:29:34.988782
332,1812,5.22,True,2022-11-28 08:21:29.407485
333,1055,27.0,True,2022-11-18 16:48:33.218831
334,246,26.67,True,2022-03-01 20:58:57.821902
335,2766,6.84,True,2023-04-24 03:44:06.164594
336,1254,6.71,True,2022-09-06 07:57:29.295203
337,4085,21.82,True,2022-10-13 19:22:37.354512
338,3968,34.97,False,2023-04-05 20:14:21.384551
339,1847,28.97,True,2023-02-08 02:59:00.736009
340,1488,30.78,True,2022-02-15 03:10:51.127827
341,4811,26.69,True,2022-11-08 15:46:10.452976
342,1722,37.01,True,2022-08-13 06:10:49.185830
343,4584,16.92,True,2023-05-14 12:08:16.505542
344,1578,6.8,False,2023-03-23 01:39:02.289626
345,2498,16.74,True,2022-04-13 03:18:58.430469
346,1525,5.9,True,2023-04-11 00:24:24.697996
347,2459,36.92,True,2023-02-02 19:03:43.255216
348,300,48.81,False,2023-05-24 17:53:47.054287
349,547,5.48,True,2022-12-09 05:16:47.068840
350,2648,20.13,True,2023-03-30 16:12:32.657460
351,518,40.39,True,2022-04-19 03:43:42.446306
352,967,5.14,True,2022-03-26 09:46:28.225338
353,250,48.48,True,2022-07-06 15:16:06.637544
354,3669,20.55,True,2022-12-26 15:09:59.539143
355,2982,41.51,True,2022-02-06 18:30:34.473626
356,2840,35.48,False,2022-10-04 00:11:26.990386
357,4423,12.36,True,2022-11-16 13:42:45.810237
358,1731,26.05,True,2023-01-12 19:15:57.418292
359,2312,45.92,True,2022-09-09 15:09:11.958732
360,4101,6.6,True,2022-04-23 16:23:15.786221
361,3300,31.92,True,2022-11-23 01:02:26.153915
362,4607,28.66,True,2022-07-25 09:00:09.491040
363,3836,14.28,True,2022-11-24 14:39:07.616332
364,2538,49.22,True,2022-07-31 10:44:33.911292
365,237,27.55,True,2023-02-03 16:22:30.610131
366,3502,30.31,True,2022-03-02 23:45:37.468901
367,4913,15.5,True,2022-09-11 21:45:13.765569
368,1895,20.86,True,2022-10-31 22:16:35.896740
369,2016,29.55,True,2023-03-30 04:13:42.526775
370,1818,9.88,False,2022-05-24 12:56:43.217046
371,871,43.11,True,2023-03-03 13:50:53.495237
372,4023,27.78,True,2022-10-16 15:26:43.988117
373,673,36.49,True,2022-06-28 03:27:35.329149
374,2377,28.35,False,2022-03-04 21:17:53.998924
375,2291,7.65,True,2022-08-30 11:13:18.316580
376,2594,17.83,True,2023-02-18 12:33:51.790936
377,854,40.44,True,2022-01-19 03:20:34.384824
378,3197,48.19,True,2023-03-26 11:48:10.550137
379,228,42.14,True,2022-06-13 05:34:30.539793
380,4348,40.23,True,2023-02-11 10:28:30.107353
381,3502,33.02,True,2022-06-22 17:21:48.892240
382,4131,20.05,True,2022-10-23 15:06:09.235807
383,4521,9.44,True,2022-06-30 08:11:33.724693
384,772,8.67,True,2023-03-07 11:32:27.218453
385,4932,36.61,True,2023-03-11 22:48:03.136782
386,4263,26.94,True,2023-05-30 03:38:01.766953
387,3205,39.24,True,2022-10-09 04:10:32.689063
388,3866,44.81,True,2023-01-04 22:46:05.087625
389,4350,19.9,True,2022-12-27 15:55:01.489892
390,2874,40.45,True,2022-01-11 03:33:08.331774
391,1806,37.48,True,2022-10-24 17:05:41.283998
392,1524,29.32,True,2022-11-09 00:16:43.600852
393,2685,26.78,True,2022-05-30 16:07:44.825745
394,2841,9.45,True,2022-11-24 08:22:21.145880
395,4609,10.56,True,2022-08-25 00:06:31.522538
396,506,14.42,True,2023-03-14 04:33:31.511327
397,2090,49.47,True,2023-04-21 21:20:36.005440
398,2425,44.76,True,2022-09-08 10:53:35.426291
399,2154,48.0,True,2023-03-04 12:38:23.934605
400,4395,41.61,True,2023-03-07 06:07:44.247257
401,4111,14.28,False,2023-05-19 20:18:21.446470
402,3082,8.62,True,2023-05-31 23:30:13.136710
403,2743,11.72,True,2023-02-28 10:45:23.032470
404,4880,35.32,True,2023-04-19 14:56:55.829262
405,2671,20.75,True,2022-11-16 01:49:59.594091
406,3009,30.35,True,2022-01-12 20:25:13.449893
407,1069,14.38,True,2022-10-05 15:09:38.505286
408,2388,13.22,True,2023-03-04 17:26:05.857132
409,1142,19.55,True,2022-07-26 13:47:36.182632
410,878,23.5,True,2022-01-30 20:09:42.772691
411,1654,45.18,False,2023-03-19 01:58:00.058064
412,4145,39.93,True,2022-10-16 12:30:42.864193
413,3147,43.2,True,2022-04-29 16:04:09.066882
414,2638,34.26,True,2022-03-30 11:02:57.190342
415,2686,30.11,True,2022-02-26 10:36:45.635595
416,3456,12.03,True,2023-05-05 03:57:03.474100
417,937,9.32,True,2022-12-27 05:41:05.892077
418,3709,7.09,False,2022-08-28 21:27:07.062784
419,3064,9.17,True,2022-12-22 01:45:09.071235
420,4660,20.1,True,2022-01-26 17:30:06.238725
421,751,45.09,True,2022-12-07 23:16:45.570657
422,2206,49.92,True,2022-02-02 15:01:31.803496
423,4242,40.66,True,2022-05-19 22:31:50.275693
424,2169,6.43,True,2022-06-03 15:54:56.556764
425,1116,14.04,True,2023-04-10 06:31:19.098598
426,4892,42.52,True,2022-11-06 14:37:50.348031
427,1544,18.24,True,2022-06-17 08:29:56.285331
428,4297,32.72,True,2022-07-07 13:34:23.878990
429,2696,38.84,True,2022-06-10 09:28:24.454622
430,1572,46.96,True,2023-03-27 17:12:38.480013
431,927,29.46,False,2022-08-28 02:07:05.214625
432,3708,18.73,True,2022-05-01 14:46:58.788008
433,31,48.63,True,2022-09-29 06:49:24.863108
434,3649,27.2,True,2022-02-08 00:34:32.463653
435,2013,21.61,True,2022-08-23 05:15:43.992225
436,4207,23.83,True,2022-10-16 23:23:03.232175
437,2720,44.79,True,2022-06-01 07:58:02.162660
438,3941,12.29,True,2023-05-09 08:28:43.903537
439,1651,22.92,True,2022-11-17 20:27:53.251084
440,367,26.97,True,2023-02-05 12:15:33.625623
441,76,16.63,True,2022-10-22 04:26:32.138960
442,3019,32.68,True,2023-05-05 06:19:55.738424
443,316,37.7,True,2022-11-28 19:55:35.074747
444,2482,48.5,True,2022-05-09 15:09:02.003474
445,2249,22.31,True,2023-03-03 23:52:34.748829
446,1685,43.02,True,2022-11-03 09:17:20.171973
447,4783,21.19,True,2023-04-29 11:33:27.441890
448,1952,32.58,True,2022-11-20 01:10:52.404543
449,553,38.24,True,2023-04-01 20:57:49.156100
450,3247,9.41,True,2022-01-08 11:46:23.894822
451,2965,20.73,True,2022-08-30 08:13:03.860258
452,3705,41.95,True,2023-03-25 10:29:23.693118
453,1711,13.88,True,2023-03-02 22:47:51.317307
454,3131,38.48,True,2022-06-30 05:11:35.367692
455,2149,29.64,True,2023-05-01 08:20:38.889111
456,1325,36.47,True,2022-08-20 05:08:12.738687
457,3961,34.18,True,2022-11-23 15:44:30.235761
458,3813,38.79,True,2023-01-26 00:32:17.035463
459,1447,44.66,True,2022-08-19 13:37:32.665761
460,2894,48.37,True,2022-05-26 22:02:25.466244
461,1077,7.34,True,2022-08-01 19:30:24.236449
462,304,49.44,True,2022-11-25 17:07:36.014066
463,4284,45.81,True,2022-01-20 03:45:26.503091
464,3262,45.87,True,2022-05-11 16:30:01.446944
465,4537,20.14,True,2022-12-30 17:26:22.710054
466,1336,39.07,True,2022-03-20 17:48:09.986992
467,4518,49.82,True,2022-08-07 19:23:33.369001
468,3067,23.37,True,2023-01-17 00:49:13.394125
469,2482,8.24,True,2022-06-03 11:04:19.606023
470,4091,36.73,True,2023-05-01 19:45:02.985655
471,1688,26.87,True,2023-04-09 05:59:24.522589
472,49,19.19,False,2022-03-19 21:23:16.985043
473,1517,29.86,True,2022-05-21 03:18:24.924847
474,1828,6.55,True,2022-04-06 17:39:51.737262
475,40,13.3,True,2022-05-21 03:22:50.185268
476,701,5.34,True,2022-02-01 00:14:36.134351
477,1981,31.33,False,2022-08-23 03:36:29.539869
478,971,13.27,True,2022-09-01 02:11:23.402787
479,3020,39.38,True,2023-05-05 05:55:43.846550
480,1507,46.05,True,2022-02-24 09:30:09.927364
481,3513,34.35,True,2022-08-06 16:29:45.960059
482,2150,37.62,True,2022-04-06 21:21:35.125758
483,3601,28.71,True,2022-07-20 19:10:57.373343
484,1986,42.69,True,2022-02-03 00:41:12.000814
485,156,23.89,True,2023-02-25 11:56:53.802356
486,4438,13.47,False,2023-03-12 20:32:41.568544
487,3556,16.58,True,2022-11-29 08:24:39.686489
488,1436,33.0,True,2022-11-24 01:00:53.477207
489,3539,34.24,True,2023-01-15 11:20:52.619589
490,4590,33.7,True,2022-05-05 14:35:58.235889
491,680,27.1,True,2023-04-06 23:06:00.789480
492,1339,28.82,True,2023-01-03 08:57:36.815669
493,1524,49.27,True,2022-03-12 01:34:36.113055
494,90,48.7,True,2022-11-24 17:17:43.065505
495,3833,35.69,True,2022-12-07 09:22:42.769192
496,4439,19.06,False,2023-04-14 15:27:27.753455
497,4449,39.44,True,2022-04-20 10:37:37.356918
498,3228,22.0,True,2022-10-24 20:55:45.325091
499,3112,27.02,True,2023-05-04 17:05:48.660279
500,200,16.01,True,2022-09-22 04:38:06.252527
501,1754,7.05,True,2022-04-19 20:18:56.658985
502,432,11.67,True,2022-03-05 22:05:42.247790
503,963,12.24,True,2022-03-09 17:05:03.225250
504,869,49.12,True,2022-08-17 09:02:09.721509
505,3990,41.71,True,2023-03-29 02:11:38.895020
506,187,28.25,True,2022-02-12 09:34:52.854996
507,2667,15.09,True,2022-10-23 21:11:34.742426
508,440,39.82,False,2022-05-15 19:10:41.009507
509,1512,44.24,True,2023-04-18 23:08:53.171038
510,2451,41.21,False,2022-03-20 23:59:52.899013
511,2138,32.97,True,2022-05-01 14:37:21.043816
512,3856,27.42,True,2023-03-25 13:19:24.410758
513,793,8.69,True,2022-03-19 02:28:16.714606
514,1903,19.79,True,2023-01-17 14:05:42.352664
515,4681,46.68,True,2022-06-24 17:07:04.837847
516,623,31.25,True,2022-11-18 00:09:50.439134
517,4439,26.86,True,2022-02-24 15:52:47.227806
518,510,24.91,True,2022-04-29 06:25:16.231599
519,2016,10.07,True,2022-01-21 12:42:43.366178
520,150,14.0,True,2022-12-03 18:51:02.653749
521,776,20.29,True,2022-08-05 15:28:53.431264
