order_item_id,order_id,item_id,quantity,item_price
553,220,3854,1,43.74
554,220,2974,3,40.6
555,221,476,2,34.36
556,222,410,1,28.25
557,222,2329,3,23.6
558,222,2847,2,47.52
559,223,571,1,10.27
560,223,442,3,23.95
561,223,542,3,41.56
562,224,2445,1,40.06
563,224,979,2,21.58
564,224,904,2,43.44
565,224,2953,2,19.94
566,225,4110,2,14.38
567,225,4707,1,30.98
568,226,649,1,22.64
569,227,1833,2,30.88
570,227,4034,3,34.12
571,227,3369,1,22.52
572,228,1823,1,36.33
573,228,389,2,25.11
574,229,286,3,21.21
575,229,1073,1,48.3
576,229,724,1,10.79
577,230,774,3,11.55
578,230,2673,3,14.45
579,230,1647,3,11.8
580,230,4027,3,11.01
581,231,1891,1,24.23
582,232,1125,2,12.36
583,232,2306,1,41.79
584,233,4180,3,47.08
585,233,3351,2,41.0
586,233,1842,2,17.27
587,234,3316,3,23.8
588,235,2356,1,36.93
589,235,1888,2,22.57
590,236,3581,2,16.35
591,236,1752,2,10.38
592,237,2949,2,9.2
593,237,3674,1,24.06
594,238,3329,2,18.64
595,239,2777,3,19.49
596,239,2175,2,42.08
597,239,1109,1,15.73
598,239,4761,2,31.06
599,239,3090,3,45.2
600,239,160,1,25.46
601,240,4166,2,32.7
602,240,520,2,25.93
603,240,3198,3,45.91
604,240,1641,3,35.7
605,241,2825,1,18.96
606,242,3825,3,7.65
607,242,1119,1,49.95
608,242,2394,3,30.05
609,243,4707,1,30.98
610,243,3542,3,15.19
611,243,2528,1,28.12
612,243,4469,3,10.68
613,243,2972,2,27.95
614,244,1481,2,34.47
615,244,3073,2,7.46
616,245,3799,1,40.7
617,245,1670,2,14.77
618,246,4889,1,31.34
619,246,662,1,35.17
620,247,2056,1,24.75
621,247,986,1,13.66
622,247,1342,2,32.17
623,248,4476,1,13.02
624,248,263,1,11.18
625,248,630,1,37.15
626,248,1886,3,34.88
627,248,2680,2,12.1
628,249,848,2,47.93
629,249,4139,2,8.81
630,249,3141,1,13.81
631,249,2362,1,13.75
632,249,1367,2,38.04
633,250,224,1,9.24
634,250,1649,2,9.01
635,251,632,3,36.49
636,252,1824,1,37.21
637,253,3891,3,5.91
638,253,1910,1,19.52
639,254,2183,2,11.15
640,255,1712,3,25.14
641,255,392,3,6.71
642,255,1795,3,34.61
643,256,3070,3,14.18
644,256,3519,2,46.89
645,256,1273,1,19.66
646,256,4842,3,17.9
647,257,43,3,8.92
648,257,4668,2,5.97
649,257,1645,2,28.8
650,257,3188,1,34.03
651,257,1759,3,24.28
652,258,3716,3,23.55
653,258,2858,1,36.33
654,259,3405,2,5.11
655,260,4439,2,31.58
656,260,2385,3,34.31
657,260,672,3,27.67
658,261,1718,2,42.15
659,261,3370,2,40.48
660,261,3311,2,35.91
661,261,3668,1,16.84
662,261,4788,1,40.38
663,262,3882,1,30.65
664,262,3763,1,15.8
665,262,2653,2,16.63
666,263,4645,2,27.6
667,263,3230,1,5.57
668,264,4913,1,33.51
669,264,3055,1,43.28
670,265,1105,1,25.07
671,266,1138,2,28.43
672,267,1552,3,11.36
673,267,1878,1,24.49
674,268,80,1,31.9
675,269,3736,1,31.27
676,270,2284,3,45.24
677,270,3286,3,21.97
678,271,1965,3,44.97
679,272,3241,3,43.1
680,272,3252,3,25.19
681,272,532,2,10.42
682,272,4066,1,35.95
683,273,3355,1,11.63
684,273,97,3,15.72
685,274,4407,1,34.75
686,274,2092,2,9.19
687,275,2379,3,42.81
688,276,3755,3,45.31
689,276,518,2,26.4
690,277,4028,1,46.33
691,278,1468,2,21.12
692,279,1991,2,35.35
693,279,375,1,41.94
694,280,4730,1,11.57
695,281,4835,1,15.82
696,281,1206,1,25.01
697,281,1753,1,46.49
698,281,4430,2,26.65
699,282,2902,2,29.7
700,282,4211,3,45.0
701,283,2117,1,41.78
702,283,2641,2,24.36
703,284,2055,2,15.48
704,285,2930,2,40.4
705,286,1275,2,13.18
706,286,2838,3,22.52
707,287,2843,3,44.8
708,288,2204,1,20.03
709,288,4080,1,40.56
710,288,486,2,37.72
711,289,3235,1,42.98
712,289,2833,1,12.94
713,289,398,1,12.92
714,290,4870,1,36.22
715,290,372,1,31.59
716,290,232,3,32.96
717,290,2184,3,17.57
718,291,3424,3,49.96
719,292,2885,2,49.03
720,292,3345,3,11.22
721,293,638,1,15.51
722,294,4106,1,37.32
723,294,4069,3,17.89
724,294,2937,1,46.2
725,295,4562,2,31.21
726,295,1171,2,47.63
727,295,1676,3,17.64
728,295,598,1,19.28
729,295,577,1,27.45
730,296,4855,2,17.33
731,296,1312,2,47.73
732,297,2824,1,12.47
733,297,2840,2,9.18
734,298,2374,3,41.63
735,299,4711,2,49.74
736,299,1720,1,48.75
737,299,3015,2,18.82
738,300,1161,1,45.27
739,300,4222,1,23.89
740,301,971,2,24.69
741,301,3007,2,38.35
742,302,3915,2,23.15
743,303,3022,2,22.95
744,303,2259,1,17.11
745,303,1266,3,22.37
746,304,554,1,28.04
747,305,2091,1,27.37
748,306,3376,1,13.59
749,306,3136,3,34.25
750,306,3356,3,8.01
751,306,4124,3,40.48
752,306,1622,2,5.59
753,306,4737,2,23.16
754,306,3239,1,5.68
755,307,1881,2,47.97
756,308,4162,3,14.28
757,308,1604,2,15.33
758,308,4958,2,7.13
759,309,1949,2,15.36
760,309,101,3,38.54
761,309,3723,3,35.32
762,310,593,3,47.74
763,311,1631,2,10.16
764,311,2399,1,39.7
765,311,3391,2,19.41
766,312,1039,1,35.92
767,312,4898,3,40.72
768,313,2806,2,30.19
769,313,3164,2,39.0
770,314,2379,3,42.81
771,315,3329,2,18.64
772,316,2561,1,5.83
773,317,3496,2,22.71
774,317,2230,3,49.45
775,318,1915,1,40.23
776,319,2895,3,17.0
777,319,2136,2,29.19
778,320,1145,1,36.17
779,320,6,1,49.6
780,321,3968,2,10.18
781,321,1568,2,27.15
782,321,1688,1,40.38
783,321,1039,1,35.92
784,322,280,3,8.43
785,323,1521,3,7.17
786,323,4624,2,49.43
787,324,4097,2,7.46
788,325,3660,1,11.46
789,325,3030,1,28.91
790,326,1836,1,25.66
791,326,1207,1,14.41
792,326,685,1,49.15
793,326,3016,2,34.8
794,327,2535,3,38.78
795,327,1329,1,20.24
796,328,2846,2,27.37
797,329,1618,1,15.35
798,329,446,2,19.31
799,329,156,3,6.84
800,330,1074,1,30.95
801,330,1661,2,19.25
802,331,2003,3,43.63
803,331,2237,1,33.28
804,331,3563,1,23.96
805,331,1259,2,36.82
806,332,2089,3,7.48
807,332,4534,3,30.7
808,332,165,3,15.74
809,332,670,1,21.24
810,333,3953,2,43.78
811,333,3173,2,35.99
812,333,3717,3,16.04
813,334,1696,1,49.59
814,334,2641,1,24.36
815,334,398,1,12.92
816,334,3301,3,47.08
817,334,3329,1,18.64
818,335,1935,1,12.7
819,335,4679,3,23.24
820,335,4538,3,33.1
821,336,793,3,25.66
822,336,4229,3,41.96
823,336,91,2,38.56
824,337,1763,2,23.57
825,338,102,3,13.84
826,338,555,1,19.11
827,338,3183,2,8.56
828,339,457,3,9.44
829,339,3927,2,28.52
830,339,454,2,13.57
831,339,4033,2,46.62
832,340,1426,3,49.85
833,341,1184,3,13.04
834,341,3040,2,44.48
835,342,3986,1,22.1
836,343,619,1,46.21
837,344,1057,3,30.55
838,344,2306,1,41.79
839,344,120,1,27.21
840,345,414,3,44.44
841,345,504,2,48.21
842,345,1274,3,28.74
843,346,1630,3,43.66
844,347,1843,3,45.53
845,347,4690,1,23.33
846,347,3119,1,40.14
847,347,2963,3,45.33
848,348,1362,2,23.11
849,348,371,2,31.27
850,348,2255,1,39.72
851,348,92,1,9.32
852,349,1468,2,21.12
853,349,1576,1,7.67
854,350,3709,2,30.5
855,350,581,2,39.29
856,350,4850,1,19.44
857,350,385,1,14.72
858,351,4886,1,18.32
859,352,505,1,10.14
860,352,318,1,41.7
861,353,2265,2,26.17
862,353,489,2,7.22
863,354,1134,1,48.53
864,355,1271,3,43.12
865,355,3254,2,7.5
866,356,4859,1,22.61
867,357,3839,1,23.02
868,357,3049,1,40.71
869,357,3663,3,6.95
870,357,4998,3,38.25
871,357,4198,3,17.71
872,358,3608,3,32.29
873,358,3419,1,25.27
874,358,150,2,39.01
875,359,2294,2,40.09
876,359,2544,1,33.24
877,359,1390,3,29.53
878,359,3339,1,26.38
879,360,887,3,44.44
880,360,1728,2,23.62
881,360,4486,3,18.23
882,360,4013,3,16.92
883,360,4152,2,18.55
884,361,672,1,27.67
885,361,389,3,25.11
886,361,888,3,41.65
887,362,2320,3,37.15
888,363,2798,2,28.79
889,363,2426,1,11.45
890,363,3866,2,47.67
891,364,1738,2,33.33
892,364,4779,1,39.72
893,364,705,1,41.38
894,365,2995,1,21.94
895,365,2216,1,35.63
896,365,2801,1,42.37
897,365,1198,1,5.38
898,366,4758,1,33.49
899,366,647,2,39.01
900,366,4103,1,25.41
901,367,1048,2,25.38
902,368,1499,1,39.75
903,368,2481,3,32.95
904,368,4849,2,46.76
905,369,2202,1,47.65
906,369,4071,3,26.65
907,370,2377,1,35.99
908,370,2498,2,34.47
909,371,247,2,28.85
910,371,701,3,42.92
911,372,2900,1,26.52
912,372,4807,3,11.24
913,373,4217,2,37.35
914,374,1645,3,28.8
915,374,916,1,45.48
916,375,4686,2,7.68
917,375,1095,1,28.73
918,375,241,1,19.01
919,376,4241,3,6.1
920,376,1631,2,10.16
921,376,500,2,29.86
922,377,2302,1,31.21
923,377,646,2,19.49
924,377,535,1,19.42
925,378,4778,2,47.47
926,378,4901,1,25.26
927,379,531,1,44.62
928,379,4770,3,47.08
929,380,2130,3,31.47
930,380,2610,3,39.39
931,380,3219,2,18.91
932,381,1858,2,15.74
933,381,3434,3,21.34
934,381,575,3,38.42
935,382,2927,1,26.44
936,382,1517,1,49.41
937,383,4127,2,44.96
938,383,4756,1,49.69
939,383,2574,1,40.79
940,383,4554,1,22.69
941,383,2531,3,10.93
942,384,4998,3,38.25
943,384,982,1,38.05
944,384,1390,1,29.53
945,384,1333,1,7.54
946,384,3282,2,43.03
947,385,4486,2,18.23
948,385,4810,1,45.39
949,386,3696,2,7.63
950,386,1610,1,6.17
951,386,1879,2,43.17
952,387,1309,3,29.06
953,387,2638,1,43.24
954,387,600,1,24.25
955,387,262,1,25.22
956,388,3607,1,8.66
957,388,2100,1,5.32
958,388,409,3,42.26
959,389,4606,1,46.59
960,389,1957,1,37.1
961,390,3330,3,25.86
962,390,2477,2,39.99
963,390,194,3,47.06
964,390,1750,2,18.2
965,391,4083,1,42.24
966,391,4839,2,31.1
967,392,1892,2,17.24
968,392,3901,2,41.16
969,392,130,2,5.48
970,392,2910,1,26.02
971,392,4583,3,41.11
972,393,4233,1,14.47
973,393,2224,3,47.42
974,393,1841,1,40.97
975,394,1139,1,30.03
976,394,4590,1,10.81
977,395,27,2,49.1
978,395,1094,3,33.04
979,395,3805,2,49.9
980,396,653,2,14.87
981,396,3400,3,41.19
982,397,269,3,24.73
983,397,97,3,15.72
984,397,3470,3,8.97
985,397,976,1,10.85
986,398,4101,3,42.67
987,398,4063,1,49.4
988,398,1546,1,22.8
989,398,983,3,10.84
990,398,2672,2,32.82
991,399,4437,1,27.55
992,400,150,2,39.01
993,401,1852,2,40.6
994,401,3508,1,16.5
995,401,1127,3,31.85
996,401,4518,1,15.55
997,401,578,3,15.93
998,402,2957,2,46.47
999,403,1582,1,24.14
1000,404,3508,1,16.5
1001,404,2988,3,46.8
1002,404,175,2,15.48
1003,404,1287,1,37.18
1004,405,640,3,40.13
1005,405,910,2,28.86
1006,405,3679,2,22.54
1007,405,331,1,17.51
1008,406,2213,1,40.99
1009,406,2288,2,13.97
1010,406,2612,3,37.42
1011,407,689,1,10.92
1012,407,2856,1,6.43
1013,407,1294,2,31.34
1014,408,2294,1,40.09
1015,409,1865,3,35.58
1016,409,3406,2,13.44
1017,410,2598,1,42.18
1018,411,4830,2,19.75
1019,411,783,1,44.65
1020,411,3616,3,35.76
1021,411,3009,2,30.93
1022,411,2948,3,5.53
1023,412,2162,2,9.87
1024,412,4130,1,21.46
1025,413,3293,1,31.59
1026,414,3524,3,29.91
1027,415,4199,3,42.88
1028,416,666,1,49.37
1029,417,4769,2,14.4
1030,418,4031,2,43.08
1031,418,708,3,17.66
1032,419,4593,3,20.21
1033,419,251,2,32.4
1034,419,3868,2,16.22
1035,420,1193,3,20.26
1036,420,4687,3,14.53
1037,421,3600,3,45.04
1038,422,218,1,33.84
1039,423,1387,3,22.58
1040,424,3811,1,27.76
1041,424,2217,2,10.83
1042,425,2968,2,48.46
1043,426,2543,3,9.26
1044,427,1444,1,13.13
1045,427,1081,2,14.18
1046,427,4968,2,35.59
1047,428,3704,1,37.21
1048,428,2453,1,20.5
1049,428,296,2,40.19
1050,428,3591,1,7.01
1051,429,1539,1,45.09
1052,430,4588,2,41.54
1053,430,1794,3,5.34
1054,430,4107,3,32.33
1055,431,1179,3,34.47
1056,431,1751,3,49.0
1057,431,433,3,7.27
1058,432,4282,3,46.62
1059,432,3644,3,16.98
1060,432,4166,2,32.7
1061,433,4661,1,8.18
1062,434,3062,2,27.86
1063,434,3657,2,11.17
1064,435,4003,3,25.18
1065,435,1955,2,26.4
1066,435,2012,1,28.84
1067,436,4114,1,33.49
1068,437,1945,2,38.65
1069,437,4204,1,11.25
1070,438,3581,2,16.35
1071,438,2695,2,41.99
1072,439,4461,3,42.88
1073,440,4532,1,17.75
1074,440,4251,1,48.57
1075,441,4235,1,8.27
1076,442,4069,1,17.89
1077,442,2817,1,34.56
1078,442,1471,3,15.14
1079,443,1115,1,30.4
1080,444,3856,3,27.3
1081,444,1723,2,14.99
1082,444,3257,2,35.33
1083,444,3469,1,41.98
